# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CY43_11890	CY43_11890	AHX78024	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11900	CY43_11900	AHX78026	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_11905	CY43_11905	AHX78027	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_11910	CY43_11910	AHX78028	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_11915	CY43_11915	AHX78029	protein_coding	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0
CY43_11920	CY43_11920	AHX78030	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_11925	CY43_11925	AHX78031	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_11930	CY43_11930	AHX78032	protein_coding	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0
CY43_11935	CY43_11935	AHX78033	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_11940	CY43_11940	AHX78034	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11945	CY43_11945	AHX78035	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11950	CY43_11950	AHX78036	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11955	CY43_11955	AHX78037	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11975	CY43_11975	AHX78040	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11985	CY43_11985	AHX78041	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_11990	CY43_11990	AHX78042	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_11995	CY43_11995	AHX78043	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12000	CY43_12000	AHX78044	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_12005	CY43_12005	AHX78045	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12010	CY43_12010	AHX78046	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12015	CY43_12015	AHX78047	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12020	CY43_12020	AHX78048	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12025	CY43_12025	AHX78049	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12030	CY43_12030	AHX78050	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12035	CY43_12035	AHX78051	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12070	CY43_12070	AHX78057	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12080	CY43_12080	AHX78058	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12085	CY43_12085	AHX78059	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12090	CY43_12090	AHX78060	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12095	CY43_12095	AHX78061	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12100	CY43_12100	AHX78062	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12105	CY43_12105	AHX78063	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_12125	CY43_12125	AHX78067	protein_coding	0	0	0	3	0	1	0	0	0	0	0	0	0	0	2
CY43_12130	CY43_12130	AHX78068	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_12135	CY43_12135	AHX78069	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_12140	CY43_12140	AHX78070	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_12145	CY43_12145	AHX78071	protein_coding	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0
CY43_12150	CY43_12150	AHX78072	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_12155	CY43_12155	AHX78073	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_12160	CY43_12160	AHX78074	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_12165	CY43_12165	AHX78075	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_12170	CY43_12170	AHX78076	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_12175	CY43_12175	AHX78077	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12180	CY43_12180	AHX78078	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12185	CY43_12185	AHX78079	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_12190	CY43_12190	AHX78080	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12195	CY43_12195	AHX78081	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12315	CY43_12315	AHX78103	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12320	CY43_12320	AHX78104	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12325	CY43_12325	AHX78105	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12335	CY43_12335	AHX78107	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_12340	CY43_12340	AHX78108	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12345	CY43_12345	AHX78109	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12350	CY43_12350	AHX78110	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12355	CY43_12355	AHX78111	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12360	CY43_12360	AHX78112	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12365	CY43_12365	AHX78113	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12370	CY43_12370	AHX78114	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_12375	CY43_12375	AHX78115	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12380	CY43_12380	AHX78116	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_12385	CY43_12385	AHX78117	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_12390	CY43_12390	AHX78118	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_12395	CY43_12395	AHX78119	protein_coding	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0
CY43_12400	CY43_12400	AHX78120	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_12410	CY43_12410	AHX78121	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_12415	CY43_12415	AHX78122	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12420	CY43_12420	AHX78123	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12475	CY43_12475	AHX78134	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12480	CY43_12480	AHX78135	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12485	CY43_12485	AHX78136	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12490	CY43_12490	AHX78137	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_12495	CY43_12495	AHX78138	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12500	CY43_12500	AHX78139	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12505	CY43_12505	AHX78140	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12510	CY43_12510	AHX78141	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12515	CY43_12515	AHX78142	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12635	CY43_12635	AHX78165	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12640	CY43_12640	AHX78166	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12645	CY43_12645	AHX78167	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12655	CY43_12655	AHX78168	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12660	CY43_12660	AHX78169	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12665	CY43_12665	AHX78170	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_12670	CY43_12670	AHX78171	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_12680	CY43_12680	AHX78173	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_12685	CY43_12685	AHX78174	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_12695	CY43_12695	AHX78176	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1
CY43_12700	CY43_12700	AHX78177	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_12705	CY43_12705	AHX78178	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_12710	CY43_12710	AHX78179	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_12715	CY43_12715	AHX78180	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_12720	CY43_12720	AHX78181	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_12725	CY43_12725	AHX78182	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_12735	CY43_12735	AHX78184	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12740	CY43_12740	AHX78185	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12745	CY43_12745	AHX78186	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_12755	CY43_12755	AHX78188	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_12760	CY43_12760	AHX78189	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12765	CY43_12765	AHX78190	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12770	CY43_12770	AHX78191	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12785	CY43_12785	AHX78194	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_12790	CY43_12790	AHX78195	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1
CY43_12795	CY43_12795	AHX78196	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12800	CY43_12800	AHX78197	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12805	CY43_12805	CY43_12805-1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12810	CY43_12810	AHX78198	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12815	CY43_12815	AHX78199	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12820	CY43_12820	AHX78200	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12865	CY43_12865	AHX78208	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12870	CY43_12870	AHX78209	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12875	CY43_12875	AHX78210	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_12880	CY43_12880	AHX78211	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12885	CY43_12885	AHX78212	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_12890	CY43_12890	AHX78213	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_12895	CY43_12895	AHX78214	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_13015	CY43_13015	AHX78229	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_13020	CY43_13020	AHX78230	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_13025	CY43_13025	AHX78231	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_13035	CY43_13035	AHX78233	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_13040	CY43_13040	AHX78234	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_13045	CY43_13045	AHX78235	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_13050	CY43_13050	AHX78236	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_13060	CY43_13060	AHX78238	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_13070	CY43_13070	AHX78240	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_13075	CY43_13075	AHX78241	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_13080	CY43_13080	AHX78242	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_13085	CY43_13085	AHX78243	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_13090	CY43_13090	AHX78244	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_13095	CY43_13095	AHX78245	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_13100	CY43_13100	AHX78246	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_13105	CY43_13105	AHX78247	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_13110	CY43_13110	AHX78248	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_13215	CY43_13215	AHX78269	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_13220	CY43_13220	AHX78270	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_13225	CY43_13225	AHX78271	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_13230	CY43_13230	AHX78272	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_13235	CY43_13235	AHX78273	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
CY43_13240	CY43_13240	AHX78274	protein_coding	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0
CY43_13245	CY43_13245	AHX78275	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_13250	CY43_13250	AHX78276	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_13255	CY43_13255	AHX78277	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_13405	CY43_13405	AHX78305	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_13415	CY43_13415	AHX78307	protein_coding	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1
CY43_13420	CY43_13420	AHX78308	protein_coding	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0
CY43_13425	CY43_13425	AHX78309	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_13440	CY43_13440	AHX78312	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_13445	CY43_13445	AHX78313	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_13450	CY43_13450	AHX78314	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_13455	CY43_13455	AHX78315	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_13465	CY43_13465	AHX78317	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1
CY43_13470	CY43_13470	AHX78318	protein_coding	0	1	0	2	0	1	0	0	0	0	0	0	0	1	1
CY43_13475	CY43_13475	AHX78319	protein_coding	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1
CY43_13485	CY43_13485	AHX78320	protein_coding	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1
CY43_13490	CY43_13490	AHX78321	protein_coding	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1
CY43_13495	CY43_13495	AHX78322	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_13500	CY43_13500	AHX78323	protein_coding	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0
CY43_13505	CY43_13505	AHX78324	protein_coding	0	0	0	3	0	1	0	0	0	0	0	0	0	0	2
CY43_13510	CY43_13510	AHX78325	protein_coding	0	0	0	3	0	1	0	0	0	0	0	0	0	0	2
CY43_13515	CY43_13515	AHX78326	protein_coding	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0
CY43_13530	CY43_13530	AHX78328	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_13600	CY43_13600	AHX78342	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_13605	CY43_13605	AHX78343	protein_coding	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0
CY43_13610	CY43_13610	AHX78344	protein_coding	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0
CY43_13620	CY43_13620	AHX78345	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8
CY43_13625	CY43_13625	AHX78346	protein_coding	0	1	0	11	0	11	0	0	0	0	0	0	0	1	0
CY43_13630	CY43_13630	AHX78347	protein_coding	0	0	5	7	0	1	0	5	0	0	0	0	0	0	6
CY43_13635	CY43_13635	AHX78348	protein_coding	0	1	1	10	0	6	0	1	0	0	0	0	0	1	4
CY43_13640	CY43_13640	AHX78349	protein_coding	0	0	0	12	0	4	0	0	0	0	0	0	0	0	8
CY43_13645	CY43_13645	AHX78350	protein_coding	0	1	3	8	0	0	0	3	0	0	0	0	0	1	8
CY43_13655	CY43_13655	AHX78352	protein_coding	0	0	0	5	0	1	0	0	0	0	0	0	0	0	4
CY43_13660	CY43_13660	AHX78353	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_13665	CY43_13665	AHX78354	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_13670	CY43_13670	AHX78355	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_13675	CY43_13675	AHX78356	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_13680	CY43_13680	AHX78357	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1
CY43_13685	CY43_13685	AHX78358	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_13690	CY43_13690	AHX78359	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_13695	CY43_13695	AHX78360	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_13700	CY43_13700	AHX78361	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_13705	CY43_13705	AHX78362	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_13765	CY43_13765	AHX78373	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_13770	CY43_13770	AHX78374	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
CY43_13780	CY43_13780	AHX78375	protein_coding	0	0	2	2	0	2	0	2	0	0	0	0	0	0	0
CY43_13795	CY43_13795	AHX78376	protein_coding	0	0	1	3	0	3	0	1	0	0	0	0	0	0	0
CY43_13800	CY43_13800	AHX78377	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0
CY43_13805	CY43_13805	AHX78378	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0
CY43_13810	CY43_13810	AHX78379	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_13815	CY43_13815	AHX78380	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_14005	CY43_14005	AHX78416	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14010	CY43_14010	AHX78417	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14020	CY43_14020	AHX78418	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14025	CY43_14025	AHX78419	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14030	CY43_14030	AHX78420	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14035	CY43_14035	AHX78421	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_14040	CY43_14040	AHX78422	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14045	CY43_14045	AHX78423	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14050	CY43_14050	AHX78424	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14060	CY43_14060	AHX78426	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_14065	CY43_14065	AHX78427	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	12
CY43_14070	CY43_14070	AHX78428	protein_coding	0	0	0	37	0	37	0	0	0	0	0	0	0	0	0
CY43_14075	CY43_14075	AHX78429	protein_coding	0	0	0	37	0	0	0	0	0	0	0	0	0	0	37
CY43_14080	CY43_14080	AHX78430	protein_coding	0	0	0	37	0	37	0	0	0	0	0	0	0	0	0
CY43_14085	CY43_14085	AHX78431	protein_coding	1	3	12	21	0	0	0	12	0	0	0	1	0	3	21
CY43_14090	CY43_14090	AHX78432	protein_coding	1	3	17	16	0	0	0	17	0	0	0	1	0	3	16
CY43_14095	CY43_14095	AHX78433	protein_coding	0	0	0	37	0	37	0	0	0	0	0	0	0	0	0
CY43_14100	CY43_14100	AHX78434	protein_coding	0	0	0	37	0	0	0	0	0	0	0	0	0	0	37
CY43_14105	CY43_14105	AHX78435	protein_coding	0	0	0	37	0	37	0	0	0	0	0	0	0	0	0
CY43_14110	CY43_14110	AHX78436	protein_coding	0	0	0	37	0	0	0	0	0	0	0	0	0	0	37
CY43_14115	CY43_14115	AHX78437	protein_coding	0	0	0	37	0	0	0	0	0	0	0	0	0	0	37
CY43_14120	CY43_14120	AHX78438	protein_coding	0	0	0	30	0	0	0	0	0	0	0	0	0	0	30
CY43_14180	CY43_14180	AHX78446	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14185	CY43_14185	AHX78447	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14195	CY43_14195	AHX78449	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14205	CY43_14205	AHX78451	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_14210	CY43_14210	AHX78452	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14215	CY43_14215	AHX78453	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14220	CY43_14220	AHX78454	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14235	CY43_14235	AHX78457	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14255	CY43_14255	AHX78461	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14270	CY43_14270	AHX78463	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14275	CY43_14275	AHX78464	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14280	CY43_14280	AHX78465	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_14285	CY43_14285	AHX78466	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_14295	CY43_14295	AHX78468	protein_coding	0	0	2	1	0	0	0	2	0	0	0	0	0	0	1
CY43_14300	CY43_14300	AHX78469	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14305	CY43_14305	AHX78470	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14310	CY43_14310	AHX78471	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14315	CY43_14315	AHX78472	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CY43_14320	CY43_14320	AHX78473	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14325	CY43_14325	AHX78474	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14330	CY43_14330	AHX78475	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14335	CY43_14335	AHX78476	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14340	CY43_14340	AHX78477	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14635	CY43_14635	AHX78527	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14640	CY43_14640	AHX78528	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14645	CY43_14645	AHX78529	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14650	CY43_14650	AHX78530	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14655	CY43_14655	AHX78531	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14660	CY43_14660	AHX78532	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14665	CY43_14665	AHX78533	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_14675	CY43_14675	AHX78535	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14680	CY43_14680	AHX78536	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14685	CY43_14685	AHX78537	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14690	CY43_14690	AHX78538	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14725	CY43_14725	AHX78545	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_14730	CY43_14730	AHX78546	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
